carId;refuelDate;refuelLitres;refuelMilleage;refuelPricePerLitre;refuelType;tripHours;tripMinutes
3;2018-07-04;65.07;61479;1.279;0;13;35
3;2018-07-06;69.63;62460;1.299;0;9;47
3;2018-07-15;62.77;63350;1.259;0;14;44
3;2018-07-22;60.42;64163;1.279;0;11;31
3;2018-08-01;68.16;65109;1.299;0;11;2
3;2018-08-08;60.88;65919;1.349;0;11;32
3;2018-08-12;69.31;66838;1.259;0;12;2
3;2018-08-26;47.2;67501;1.289;0;8;45
3;2018-09-15;63.29;68382;1.309;0;15;21
4;2018-10-29;0.0;10;1.329;0;0;0
4;2018-11-23;63.06;778;1.229;0;24;3
4;2018-12-14;63.08;1555;1.205;0;15;46
4;2018-12-25;63.9;2306;1.169;0;11;15
4;2019-01-06;61.5;3146;1.209;0;12;54
4;2019-02-23;58.75;3817;1.329;0;22;35
4;2019-02-28;62.05;4597;1.289;0;7;22
4;2019-03-11;59.78;5281;1.329;0;9;39
4;2019-03-17;61.93;6033;1.289;0;10;5
4;2019-04-05;59.25;6796;1.319;0;16;24
4;2019-04-30;65.14;7584;1.275;0;13;43
4;2019-05-07;61.32;8374;1.329;0;12;23
4;2019-07-03;59.02;9121;1.279;0;22;15
4;2019-07-07;58.12;9910;1.249;1;9;46
4;2019-07-20;58.07;10689;1.309;1;13;36
4;2019-07-28;66.12;11582;1.349;1;11;9
4;2019-08-01;68.65;12448;1.239;1;12;32
4;2019-08-10;66.57;13316;1.249;0;12;41
4;2019-08-18;55.28;14062;1.229;0;8;15
4;2019-08-23;57.94;14768;1.259;0;7;38
4;2019-08-24;35.99;15269;1.229;0;5;8
4;2019-08-27;63.72;16096;1.279;0;8;13
4;2019-09-05;63.38;16900;1.279;0;15;27
4;2019-10-16;56.4;17621;1.269;0;25;33
4;2019-10-31;63.88;18470;1.309;1;16;30
4;2019-12-01;63.33;19259;1.289;0;21;40
4;2019-12-06;38.7;19772;1.484;0;7;55
4;2019-12-09;53.72;20412;1.404;0;8;56
4;2019-12-11;62.01;21190;1.299;0;8;47
4;2019-12-29;61.44;21992;1.319;0;17;7
4;2020-02-09;64.37;22804;1.299;0;24;13
4;2020-07-09;64.79;23599;1.17;1;27;11
4;2020-07-12;57.45;24291;1.199;1;7;11
4;2020-08-11;52.11;24901;1.137;1;9;8
4;2020-08-17;64.68;25732;1.139;1;10;39
4;2020-08-20;67.25;26604;1.229;1;10;10
4;2020-08-28;66.18;27424;1.239;1;14;50
4;2020-10-07;65.52;28292;1.199;1;14;3
4;2020-12-02;65.08;29115;1.209;1;18;43
4;2021-03-06;62.87;29861;1.309;1;23;30
4;2021-05-02;66.43;30696;1.389;1;23;12
4;2021-06-26;64.09;31488;1.408;1;16;42
4;2021-06-27;70.34;32424;1.459;1;8;53
4;2021-07-03;61.92;33295;1.359;1;12;42
4;2021-07-25;57.9;34039;1.439;1;30;50
4;2021-07-31;33.18;34446;1.349;1;3;40
4;2021-08-04;65.96;35276;1.559;0;11;27
4;2021-08-13;73.75;36201;1.295;0;14;21
4;2021-08-21;65.66;37039;1.409;1;8;50
4;2021-08-25;64.75;37892;1.359;1;12;8
4;2021-08-28;65.44;38733;1.429;1;11;26
4;2021-09-04;66.24;39625;1.419;1;11;45
4;2021-09-14;68.09;40524;1.429;1;10;29
4;2021-10-01;59.51;41335;1.429;1;9;34
4;2021-10-03;69.08;42259;1.509;1;9;16
4;2021-11-01;62.45;43068;1.568;1;15;3
4;2022-01-09;65.71;43905;1.549;1;18;55
4;2022-01-31;55.13;44603;1.499;0;11;23
4;2022-02-07;60.86;45427;1.539;0;18;7
4;2022-02-20;61.9;46265;1.519;0;12;23
4;2022-03-22;64.07;47061;1.849;0;21;28
4;2022-06-01;65.78;47848;1.929;0;25;22
4;2022-06-05;46.23;48490;2.049;0;8;17
4;2022-07-08;64.87;49341;2.029;0;27;50
4;2022-07-16;64.04;50198;1.989;0;12;40
4;2022-07-24;64.99;51058;1.909;0;16;4
4;2022-08-21;66.3;51944;1.889;0;12;56
4;2022-08-27;64.4;52821;1.949;0;11;8
4;2022-09-08;66.96;53738;2.019;0;16;24
4;2022-09-15;66.16;54608;1.949;0;10;54
4;2022-09-30;65.18;55478;1.879;0;15;56
5;2022-10-20;0.0;61;2.049;0;0;0
5;2022-10-23;74.07;1062;2.049;0;11;37
5;2022-12-03;73.73;2080;1.815;0;19;40
5;2022-12-08;64.62;3011;1.863;0;12;22
5;2022-12-10;69.83;3824;1.729;0;8;17
5;2022-12-28;70.9;4757;1.679;0;12;2
5;2023-01-02;69.95;5712;1.739;0;12;51
5;2023-02-23;75.11;6696;1.639;0;22;37
5;2023-03-01;71.82;7647;1.629;0;13;29
5;2023-03-10;67.7;8546;1.619;0;9;46
5;2023-03-30;76.61;9555;1.549;0;13;45
5;2023-04-09;37.91;10095;1.559;0;7;42
5;2023-05-10;73.26;11095;1.459;0;18;37
5;2023-05-27;76.07;11882;1.549;0;10;0
5;2023-06-06;58.91;12762;1.479;0;7;52
5;2023-06-09;59.85;13672;1.741;0;9;17
5;2023-06-16;65.54;14546;1.549;0;9;50
5;2023-07-22;72.96;15603;1.559;0;25;52
5;2023-08-12;71.39;16706;1.659;0;15;35
5;2023-09-22;69.44;17699;1.759;0;14;30
5;2023-10-10;66.92;18649;1.729;0;18;13
5;2023-11-02;72.2216;19670;1.679;0;19;24
5;2023-12-25;71.83;20615;1.579;0;30;6
5;2023-12-31;48.46;21283;1.579;0;8;21
5;2024-01-19;68.29;22169;1.579;0;15;56
5;2024-01-21;68.84;23131;1.629;0;14;36
5;2024-02-21;68.57;24025;1.669;0;13;46
5;2024-02-29;65.42;24944;1.669;0;11;45
5;2024-03-21;74.56;25897;1.599;0;17;9
