carId;refuelDate;refuelLitres;refuelMilleage;refuelPricePerLitre;refuelType;tripHours;tripMinutes
5;2024-03-30;36.68;26461;1.559;0;8;21
5;2024-05-18;68.32;27365;1.539;0;20;41
5;2024-06-01;71.75;28303;1.589;0;14;1
1;2024-06-22;64.68;175547;1.549;0;0;0
1;2024-06-29;64.16;176369;1.559;0;0;0
1;2024-07-06;53.75;177057;1.619;0;0;0
5;2024-07-18;61.01;29170;1.589;0;21;47
5;2024-07-25;76.48;30255;1.599;0;12;7
1;2024-08-15;69.38;177896;1.529;0;0;0
1;2024-08-24;36.12;178402;1.559;0;0;0
1;2024-08-28;64.24;179273;1.599;0;0;0
5;2024-09-02;71.06;31307;1.509;0;17;48
1;2024-09-04;55.39;180145;1.519;0;0;0
5;2024-09-29;77.4;32440;1.429;0;19;26
1;2024-10-06;60.66;180691;1.479;0;0;0
1;2024-11-09;70.49;181503;1.529;0;0;0
5;2024-11-16;71.92;33457;1.509;0;29;40
1;2024-12-06;66.96;182319;1.519;0;0;0
5;2024-12-25;74.32;34428;1.529;0;31;6
5;2024-12-30;65.53;35314;1.515;0;10;38
1;2025-01-12;63.45;183039;1.599;0;0;0
1;2025-01-31;68.05;183881;1.669;0;0;0
5;2025-02-04;75.16;36257;1.589;0;19;40
6;2025-02-07;45.61;16;1.469;2;0;0
6;2025-02-24;46.55;693;1.699;2;19;32
5;2025-02-28;63.66;37123;1.609;0;16;58
5;2025-03-17;73.94;38168;1.539;0;15;35
5;2025-03-29;68.78;39103;1.519;0;22;10
6;2025-04-25;45.44;1244;1.599;2;27;57
5;2025-05-01;73.22;40004;1.439;0;18;14
6;2025-05-29;42.83;1832;1.599;2;23;55
6;2025-05-31;44.09;2581;1.559;2;7;59
5;2025-06-01;77.52;41080;1.449;0;21;40
5;2025-06-25;71.87;42058;1.479;0;19;15
5;2025-07-08;69.02;43011;1.459;0;15;42
6;2025-07-11;45.08;3346;1.629;2;17;22
5;2025-07-14;74.82;44115;1.499;0;13;17
6;2025-07-28;47.29;4049;1.554;2;15;3
5;2025-08-08;70.61;45167;1.499;0;17;46
5;2025-08-17;69.87;46253;1.509;1;12;15
5;2025-08-21;68.66;47222;1.549;0;11;40
5;2025-08-23;70.99;48300;1.532;0;14;39
5;2025-08-28;71.51;49361;1.55;0;18;9
5;2025-08-31;69.43;50346;1.609;1;12;53
6;2025-09-07;46.15;4822;1.629;2;16;57
6;2025-10-04;46.04;5531;1.649;2;25;43
6;2025-10-29;43.81;6223;1.569;2;23;29
5;2025-10-31;72.05;51283;1.539;0;17;42
6;2025-12-06;45.58;6850;1.579;2;27;40
5;2025-12-28;72.48;52249;1.549;0;22;26
5;2026-01-02;64.78;53082;1.505;0;12;42
6;2026-01-07;43.89;7527;1.485;2;17;3
6;2026-01-08;43.78;8252;1.485;2;6;45
6;2026-01-21;44.53;8964;1.515;2;13;32
6;2026-01-23;34.4;9529;1.515;2;6;12
5;2026-02-01;74.13;54049;1.499;0;14;12
5;2026-02-06;71.02;54929;1.485;0;12;3
5;2026-02-09;71.42;55855;1.744;0;10;29
6;2026-02-14;36.85;10059;1.639;0;17;50
5;2026-02-16;73.52;56770;1.519;0;11;50
5;2026-02-20;71.86;57631;1.55;0;9;0
5;2026-02-23;56.01;58397;1.524;0;8;6
5;2026-02-28;70.08;59288;1.599;0;11;0
5;2026-03-01;44.46;59953;1.548;0;7;15
